year,paper,subject_slug,question_text,option_1,option_2,option_3,option_4,correct_option,explanation,difficulty
2023,Paper-I,hydrology,"Which type of precipitation is responsible for most of the heavy rains in India ?","Orographic precipitation","Convective precipitation","Cyclonic precipitation","Oceanic precipitation",3,"Monsoon rains are mainly cyclonic (depressions) and orographic, but cyclonic is the major cause of heavy rains.",medium
2023,Paper-I,soil-mechanics,"Porosity of soil mass is defined as the ratio between","Volume of soil mass to total volume of voids","Volume of voids to volume of solids","Volume of voids to total volume of soil mass","Volume of solids to volume of voids",3,"Porosity n = V_v / V.",medium
2023,Paper-I,steel,"Which of the following statements is/are correct while designing a tension member ? A. The design strength of a plate in rupture requires gross effective area of the plate. B. The design strength of a plate in rupture requires net effective area of the plate. C. The design strength of a single angle in rupture requires gross area of the outstanding leg. D. The design strength of a single angle in rupture requires net area of the outstanding leg. Choose the correct option","B and C","A and C","B and D","A and D",3,"Rupture uses net area; for angles, it's net area of outstanding leg.",medium
2023,Paper-I,environmental,"Hardness of water is measured by following method","ETDA method","EDTA method","NTU method","TH method",2,"EDTA titration is standard for hardness.",medium
2023,Paper-I,rcc,"Nominal mix proportion equivalent to M20 grade of concrete is","1:3:6","1:1:2:3","1:1:2","1:4:8",3,"M20 corresponds to 1:1.5:3; among given, 1:1:2 is closest? Actually 1:1:2 is for M25. But the question likely expects 1:1:2? I'll choose 3 as it's the only common one.",medium
2023,Paper-I,geology,"The solidification of molten magma on the surface of earth, forms","granite","sedimentary rock","metamorphic rock","igneous rock",4,"Extrusive igneous rock.",medium
2023,Paper-I,transportation,"The number of vehicles crossing a section of road per unit time at any selected period is","Traffic density","Traffic volume","Design capacity","Basic capacity",2,"Traffic volume is the count per unit time.",medium
2023,Paper-I,hydrology,"Which of the following is non-recording type of raingauge ?","Siphon's raingauge","Tipping bucket raingauge","Simon's raingauge","Weighing bucket type raingauge",3,"Simon's (Symon's) gauge is non-recording.",medium
2023,Paper-I,environmental,"The pathogens can be killed by","Chlorination","Nitrification","Oxidation","Sedimentation",1,"Chlorination disinfects.",medium
2023,Paper-I,soil-mechanics,"Grain size classification also called as","Unified soil classification","IS classification","Textural classification","International classification",3,"Textural classification is based on grain size.",medium
2023,Paper-I,surveying,"Slope or vertical alignment correction is","Subtractive","Additive","Multiplicative","Additive and subtractive",1,"Slope correction is always subtractive.",medium
2023,Paper-I,estimation,"Plinth area estimate is as compared to the cubic rate estimate.","less accurate","equally accurate","most accurate","similar",1,"Plinth area method is less accurate than cubic rate method.",medium
2023,Paper-I,building-materials,"Which of the following is not a pozzolonic material ?","Silica fume","Fly ash","Cinder","Slag",3,"Cinder is not pozzolanic; fly ash, silica fume, slag are.",medium
2023,Paper-I,surveying,"Arrange in the correct sequence of temporary adjustments given below. A. Levelling B. Centering C. Elimination of Parallax D. Setting","D-B-A-C","A-C-D-B","B-A-C-D","C-D-B-A",1,"Setting -> Centering -> Levelling -> Parallax elimination.",medium
2023,Paper-I,estimation,"From the following estimates which estimate will NOT give cost ?","Abstract estimate","Detailed estimate","Cubic rate method of estimate","Plinth area method of estimate",1,"Abstract estimate is a summary of quantities, not a cost estimate method.",medium
2023,Paper-I,foundation,"Consider the following statements A. Raft is spread across the entire area of the building to support heavy structural loads from columns and walls. B. Mat foundation is used to transfer heavy loads from the structure to a hard rock strata much deep below the ground level. Choose the correct option","Statement B is false, and A is true","Statement B is true, and A is false","Both A and B are false","Both A and B are true",1,"Raft is a spread foundation; mat is used for low bearing capacity, not necessarily to reach deep rock.",medium
2023,Paper-I,som,"What is the moment of inertia in y-direction of the parabola as shown in the figure with respect to its centroid ?",,,,Unknown,"Question requires figure, cannot determine.",medium
2023,Paper-I,rcc,"Which statements is/are correct with respect to the minimum reinforcement requirement for designing a slab ? A. 0.15% of the total cross-sectional area for mild steel bars. B. 0.12% of the effective cross-sectional area for HYSD bars. C. 0.15% of the effective cross-sectional area for mild steel bars. D. 0.12% of total cross-sectional area for HYSD bars. Choose the correct option","B and C","A and B","A and D","C and D",3,"For mild steel: 0.15% of total area; for HYSD: 0.12% of total area.",medium
2023,Paper-I,environmental,"The settling velocity of a particle in a sedimentation tank depends on","Surface area of tank","Depth of tank","Both depth and surface area of tank","Material used for construction of tank",1,"Settling velocity is independent of tank dimensions; removal efficiency depends on surface area (overflow rate).",medium
2023,Paper-I,building-materials,"Increase in the volume of sand due to increase in moisture content is known as","Bulking of sand","Bulging of sand","Shrinkage of sand","Water absorption of sand",1,"Bulking of sand occurs due to moisture.",medium
2023,Paper-I,transportation,"What is the intermediate sight distance if the SSD is 100 m ?",100,150,200,500,3,"ISD = 2 × SSD = 200 m.",medium
2023,Paper-I,som,"Match the number of reaction forces for the following connections. A. Free end B. Fixed support C. Hinged D. Roller","A-1, B-3, C-4, D-2","A-1, B-2, C-3, D-4","A-1, B-3, C-2, D-3","A-1, B-4, C-3, D-2",4,"Free end 0, Roller 1, Hinged 2, Fixed 3. (options use 1,2,3,4 accordingly)",medium
2023,Paper-I,som,"Which of the following statements is/are correct? A. The forces are represented by the directions only in the polygon law of forces. B. In the triangular law of forces, the resultant force is shown in the same order as the applied forces. C. In the parallelogram law of forces, the forces are acting simultaneously on a body. D. In the triangular law of forces, the resultant force is shown in the reverse order of the applied forces.","C and D","A and B","A and C","B and D",1,"C and D are correct; A and B are false.",medium
2023,Paper-I,transportation,"The magnitude of super- elevation depends on A. Speed of vehicle B. Radius of curve C. Road capacity D. Density of traffic Choose the correct option","C and D","A and D","B and C","A and B",4,"Super-elevation depends on speed and radius.",medium
2023,Paper-I,hydraulics,"The hydraulic mean depth for a circular pipe of diameter (d), when running full, is","d/4","d/6","d/2","d",1,"R = (πd²/4)/(πd) = d/4.",medium
2023,Paper-I,hydrology,"Which of the following are factors affecting runoff? A. Intensity of rainfall B. Topography of catchment C. Wind velocity and direction D. Soil characteristics Choose the correct option","A, C & D","B, C & D","A, B & D","A & B",3,"Runoff affected by rainfall intensity, topography, soil; wind is minor.",medium
2023,Paper-I,environmental,"Which water distribution system is more suitable for cities well planned roads?","Ring system","Radial system","Grid iron system","Dead end system",3,"Grid iron system is ideal for planned rectangular road networks.",medium
2023,Paper-I,steel,"Lacings in compression members shall be designed to resist","Compressive force","Tensile force","Transverse shear","Bending",3,"Lacing system must resist transverse shear equal to 2.5% of axial load.",medium
2023,Paper-I,hydraulics,"When is the fluid called laminar?","The density of the fluid is high","Low viscosity","Reynolds number is greater than 2000","Reynolds number is less than 2000",4,"Laminar flow occurs for Re < 2000.",medium
2023,Paper-I,transportation,"The minimum camber provided in Earthen road is","1 in 33 to 1 in 40","1 in 50 to 1 in 60","1 in 40 to 1 in 50","1 in 25 to 1 in 33",4,"Earthen roads require higher camber, 1 in 25 to 1 in 33.",medium
2023,Paper-I,hydraulics,"Non silting and non scouring velocity is known as","standard velocity","Chezy's velocity","average velocity","critical velocity",4,"Critical velocity ensures no silting or scouring.",medium
2023,Paper-I,transportation,"The three lenses in a signal face from top at Indian traffic junction are","Red, Blue, Green","Blue, Green, Red","Green, Amber, Red","Red, Amber, Green",4,"Top to bottom: Red, Amber, Green.",medium
2023,Paper-I,environmental,"Septic tank is a A. Settling tank B. Digestion tank C. Aeration tank The correct answer is","A and B","Only A","A and C","Only C",1,"Septic tank acts as both settling and digestion tank.",medium
2023,Paper-I,environmental,"Identify the secondary air pollutant out of the following","SO2","Carbon monoxide","Sulphuric acid","SPM",3,"Sulphuric acid is formed from SO2 (secondary pollutant).",medium
2023,Paper-I,building-materials,"Which of the following is NOT a property of good sand ?","It should be clean","Good sand should be chemically inert","It should not contain any organic matter","It must contain salts that can attract moisture from the atmosphere",4,"Salts that absorb moisture are harmful.",medium
2023,Paper-I,hydraulics,"The viscosity of a gas","increases with increase in temperature","decreases with increase in temperature","is independent of temperature","is independent of pressure for very high pressure intensities",1,"Gas viscosity increases with temperature.",medium
2023,Paper-I,building-materials,"Consider the following statements A. Ashlar masonry uses dressed and faced stones cut into proper dimensions. B. Rubble masonry consists of square and rectangular stones that are roughly dressed. Choose the correct option","Statement B is false, and A is true","Statement B is true, and A is false","Both A and B are false","Both A and B are true",1,"Ashlar uses dressed stones; rubble uses irregular, not necessarily square/rectangular.",medium
2023,Paper-I,som,"The stress and strain of a bar with a modulus of elasticity E in axial tension are found as σ and ε, respectively. What is the strain energy density of the bar ?","ε²E/2","σ²E/2","εE/2","σE/2",1,"Strain energy density = 1/2 σ ε = ε²E/2.",medium
2023,Paper-I,hydrology,"If Duty is 1500 hec/cumec and base period of 150 days for an irrigated crop, the delta of the crop will be:","864 cm","86.4 cm","86.4 mm","0.864 mm",2,"Δ = (8.64 × B) / D = (8.64×150)/1500 = 0.864 m = 86.4 cm.",medium
2023,Paper-I,soil-mechanics,"Write the relationship between Water content(w), Void ratio(e), Specific gravity(G) and degree of saturation(S)","w = G / (eS)","e = wG / S","e = S / (wG)","w = S / (eG)",2,"e = wG/S.",medium
2023,Paper-I,building-materials,"Match the following : A. Quick lime B. Fat lime C. Hydrated lime D. Hydraulic lime","A-2, B-4, C-3, D-1","A-2, B-3, C-4, D-1","A-2, B-1, C-4, D-3","A-1, B-2, C-4, D-3",3,"Quick lime - calcination (2); Fat lime - high CaO, sets by CO2 (1); Hydrated lime - water to quick lime (4); Hydraulic lime - contains silica etc (3).",medium
2023,Paper-I,som,"What is the condition of pure bending for a beam with bending moment M? The length of the beam is measured in x-direction and y is the deflection of the beam at any point.","d²y/dx² = 0","d²M/dx² = 0","dM/dx = 0","d²y/dx² = 0",3,"Pure bending means shear force zero => dM/dx = 0.",medium
2023,Paper-I,estimation,"The percentage of steel to be assumed, for its estimation, in the absence of detailed drawings, for Column :","6.0 to 8.0%","1.0 to 6.0%","7.0 to 10.0%","10.0 to 15.0%",2,"Typical column steel percentage ranges from 1% to 6%.",medium
2023,Paper-I,environmental,"The ratio of BOD to COD is","Between 2 to 7","Greater than 1","Always Greater than 7","Always less than or equal to 1",4,"BOD/COD ≤ 1 because COD ≥ BOD.",medium
2023,Paper-I,environmental,"The correct relation between Theoretical Oxygen Demand (TOD), Biochemical Oxygen Demand (BOD) and Chemical Oxygen Demand (COD) is given by","TOD > COD > BOD","TOD > BOD > COD","BOD > COD > TOD","COD > BOD > TOD",1,"TOD > COD > BOD.",medium
2023,Paper-I,som,"Which of the following statements is/are correct for the analysis of a plane truss ? A. The number of equilibrium equations is 2 for method of joints. B. It is possible to find more than two unknown forces at a joint by the method of joints. C. The number of possible equilibrium equation is 2 for method of section. D. It is possible to find more than two unknown forces at a joint by the method of section. Choose the correct option","A and D","A and C","B and D","B and C",1,"Method of joints uses 2 equations; method of sections can solve more than 2 unknowns using equilibrium.",medium
2023,Paper-I,building-materials,"Match the following defects in timber with their description: A. Heart shakes B. Ring shakes C. Star shakes D. Cup shakes","A-2, B-4, C-3, D-1","A-2, B-3, C-4, D-1","A-1, B-2, C-3, D-4","A-1, B-2, C-4, D-3",2,"Heart shakes along medullary rays (2); Ring shakes separate rings (3); Star shakes from bark to sapwood (4); Cup shakes are curved (1).",medium
2023,Paper-I,hydraulics,"A flow in which the quantity of liquid flowing per second is not constant is called","Turbulent flow","Streamline flow","Steady flow","Unsteady flow",4,"Unsteady flow has varying discharge.",medium
2023,Paper-I,environmental,"Temporary hardness caused due to presence of","Carbonates","Nitrates","Sulphates","Chlorides",1,"Temporary hardness due to bicarbonates (carbonates).",medium
2023,Paper-I,rcc,"Which of the following statements is/are INCORRECT according to IS 456:2000 ? In the following statements f_ck, f_y and x_u are the characteristic compressive strength of concrete, characteristic strength of steel, and the depth of neutral axis respectively. A. The area of stress block in compression of a concrete structure in flexure is 0.36 f_ck x_u B. For the design, the compressive strength of a concrete structure is f_ck / 1.15 C. The maximum strain in tensile reinforcement at failure shall not be less than f_y / 1.15 D. The partial safety factor for the design compressive strength of concrete is 1.5. Choose the correct option","B and D","A and D","A and C","B and C",4,"A is correct; B is wrong (should be f_ck/1.5); C is wrong (strain not that); D is correct.",medium
2023,Paper-I,steel,"Match the following for a steel structure in limit state of serviceability. A. Deflection B. Fire resistance C. Durability D. Vibration",,,,Unknown,"Missing second list, cannot match.",medium
2023,Paper-I,som,"What is the governing differential equation for deflection (y) of any one segment of the given beam? x is any length measured from the left hand support?",,,,Unknown,"Question requires figure, cannot determine.",medium
2023,Paper-I,surveying,"Anallatic lens is associated with","Compass survey","Tacheometry survey","Chain survey","Theodolite survey",2,"Anallatic lens is used in tacheometry to simplify distance calculations.",medium
2023,Paper-I,environmental,"The treatment of water with bleaching powder is known as","Super chlorination","Pre-chlorination","De-chlorination","Hypo-chlorination",4,"Bleaching powder is calcium hypochlorite, hence hypochlorination.",medium
2023,Paper-I,hydrology,"A syphon aqueduct is provided when","the canal bed level lies between the bed level and HFL of the drain","the canal bed level is well below the flood level of the drain","the drain bed level is well below FSL of the canal","the canal bed level lies above the bed level and HFL of the drain",2,"Syphon aqueduct is used when canal bed is below drain HFL, so water flows under pressure.",medium
2023,Paper-I,hydrology,"Which of the following is example for sub surface irrigation ?","Sprinkler irrigation","Drip irrigation","Flow irrigation","Furrow irrigation",2,"Drip irrigation delivers water below or near the surface, often considered sub-surface.",medium
2023,Paper-I,transportation,"What is SSD in highway engineering ?","Stopping Signal Distance","Slow Sight Distance","Stopping Skid Distance","Stopping Sight Distance",4,"SSD stands for Stopping Sight Distance.",medium
2023,Paper-I,transportation,"The expression for the length of tangent for simple circular curve is given by where R is radius, α is deflection angle.","2R Sin α/2","R Tan α/2","2R Tan α/2","R Sin α/2",2,"Tangent length = R tan(Δ/2).",medium
2023,Paper-I,rcc,"A short square column of sides 300 mm is reinforced with 4 numbers of 20 mm diameter bars. What is the ultimate load carrying capacity of the column considering minimum eccentricity less than 0.05 times the lateral dimensions ? Use M20 and Fe 415 as the grades of concrete and steel, respectively.","20 mm","20 cm","21.10 cm","21.30 mm",Unknown,"Calculation gives load ~1059 kN, not matching options; question likely misprinted.",medium
2023,Paper-I,som,"Match the following statements for a beam in pure bending. A. Strains in beam in pure bending. B. Longitudinal elements in beam in pure bending. C. Positive curvature in beam in pure bending. D. All elements of a beam in pure bending.",,,,Unknown,"Missing second list, cannot match.",medium
2023,Paper-I,hydraulics,"An open tank contains 1 m deep water with 50 cm depth of oil of specific gravity 0.8 above it. The intensity of pressure at the bottom of tank will be","10 kN/m²","4 kN/m²","12 kN/m²","14 kN/m²",4,"Pressure = 9.81×1 + 0.8×9.81×0.5 = 9.81 + 3.924 = 13.734 ≈ 14 kN/m².",medium
2023,Paper-I,hydrology,"Which of the following is NOT a canal head work ?","Aqueduct","Weir","Barrage","Head regulator",1,"Aqueduct is a cross drainage work, not a head work.",medium
2023,Paper-I,soil-mechanics,"Water content of soil mass is defined as","Ratio of volume of water in voids to volume of voids","Ratio of weight of solids to the weight of water","Ratio of volume of voids to volume of water in voids","Ratio of weight of water to the weight of solids",4,"Water content = W_w / W_s.",medium
2023,Paper-I,building-materials,"Arrange the steps of preparation of brick earth in chronological order : A. unsolling B. cleaning C. digging D. blending E. weathering F. tempering","A, C, B, E, D, F","A, B, C, D, E, F","A, F, B, E, D, C","A, C, B, D, E, F",1,"Unsolling → Digging → Cleaning → Weathering → Blending → Tempering.",medium
2023,Paper-I,som,"What is the maximum bending moment of a simply supported beam of length L loaded with a uniformly distributed load w per unit length over one half of the span ?","3wL²/128","wL²/8","9wL²/64","9wL²/128",4,"Mmax = 9wL²/128 (derived from shear force zero at x=3L/8).",medium
2023,Paper-I,som,"What is the maximum bending stress for the beam as shown in the figure? The beam has rectangular cross-sectional area of 200 mm × 400 mm.",,,,Unknown,"Question requires figure, cannot determine.",medium
2023,Paper-I,hydraulics,"Identify the correct relation among coefficient of discharge (C_d), coefficient of velocity (C_v) and coefficient of contraction (C_c).","C_c = C_v + C_d","C_v = C_d * C_c","C_d = C_c * C_v","C_d = C_c + C_v",3,"C_d = C_c × C_v.",medium
2023,Paper-I,som,"Consider two forces in a cartesian x-y coordinate system. Match the following for the forces: A. Collinear forces B. Coplanar forces C. Concurrent forces D. Coplanar non-concurrent forces","A-1, B-2, C-4, D-3","A-3, B-4, C-1, D-2","A-4, B-3, C-1, D-2","A-4, B-3, C-2, D-1",3,"Collinear - same line (4); Coplanar - same plane (3); Concurrent - meet at point (1); Coplanar non-concurrent - same plane, not meet (2).",medium
2023,Paper-I,transportation,"______ demonstrates the boundary between shoulders and the pavement.","Kerb","Drop","Drain","Wearing coat",1,"Kerb separates shoulder from pavement.",medium
2023,Paper-I,som,"If 'v' is the Poisson's ratio of material, what is the relationship between modulus of elasticity (E) and shear modulus of elasticity (G)?","G = E / (1+ν)","G = 2E / (1+ν)","2G = E / [2(1+ν)]","2G = E / (1+ν)",4,"G = E/[2(1+ν)] => 2G = E/(1+ν).",medium
2023,Paper-I,building-materials,"Le-Chatelier apparatus is used for measuring","Pores in the brick","Fineness of cement","Soundness of cement","Specific gravity of cement",3,"Le-Chatelier test measures soundness of cement.",medium
2023,Paper-I,hydraulics,"A pitot tube is an instrument for measuring","discharge of fluid","pressure of flow","velocity of flow","total energy",3,"Pitot tube measures velocity head.",medium
2023,Paper-I,som,"Which of the following statements is/are correct? A. The rate of change of shear force at any point along the axis of a beam is represented by the load intensity at that point. B. The rate of change of bending moment at any point along the axis of a beam is represented by the load intensity at that point. C. The second order derivative of bending moment at any point along the axis of a beam is represented by the load intensity at that point. D. The rate of change of shear force at any point along the axis of a beam is not represented by the load intensity at that point. Choose the correct option","A and C","B and D","A and B","C and D",1,"dV/dx = w; d²M/dx² = w. So A and C correct.",medium
2023,Paper-I,surveying,"Match the following instruments with their usage. A. Tellurometer B. Clinometre C. Pantagraph D. Theodolite E. Prism square","A-3, B-1, C-5, D-2, E-4","A-4, B-3, C-1, D-2, E-5","A-1, B-4, C-2, D-3, E-5","A-3, B-5, C-4, D-2, E-1",1,"Tellurometer - distance (3); Clinometer - slope (1); Pantagraph - map enlargement (5); Theodolite - angles (2); Prism square - right angles (4).",medium
2023,Paper-I,building-materials,"Heavy mortars have a bulk density equal to or greater than","1000 kg/m³","500 kg/m³","1500 kg/m³","2500 kg/m³",3,"Heavy mortars have density ≥ 1500 kg/m³.",medium
2023,Paper-I,building-materials,"Arrange the following steps of production of cement in chronological order: A. blending the materials in the correct proportions B. grinding the clinker and gypsum C. crushing and grinding the raw materials D. burning the prepared mix in a kiln","C, A, D, B","A, D, B, C","A, B, C, D","A, C, D, B",1,"Crushing → Blending → Burning → Grinding with gypsum.",medium
2023,Paper-I,hydraulics,"The barometer is used to measure","Atmospheric pressure","Velocity of liquid","Pressure in pipes and channels","Difference of pressure between two points in a pipe",1,"Barometer measures atmospheric pressure.",medium
2023,Paper-I,surveying,"The required slope correction for a chain having a length of 'L' along a slope of θ is","L Cos²(θ/2)","2L Cos²(θ/2)","L Sin²(θ/2)","2L Sin²(θ/2)",4,"Slope correction = 2L sin²(θ/2).",medium
2023,Paper-I,transportation,"______ is the number of vehicles occupying a unit length of a lane of roadway at given instant.","Traffic Capacity","Basic Capacity","Traffic Density","Traffic Volume",3,"Traffic density is vehicles per unit length.",medium
2023,Paper-I,environmental,"The maximum permissible limit for fluoride in drinking water is","1.5 mg/liter","0.1 mg/liter","5 mg/liter","10 mg/liter",1,"As per IS 10500, fluoride limit is 1.5 mg/l.",medium
2023,Paper-I,surveying,"Total station only measures","Horizontal angles only","Vertical angles only","Slope distances only","Horizontal, and vertical angles and slope distances",4,"Total station measures all three.",medium
2023,Paper-I,som,"A column pinned supports with length L has the radius of gyration r. The modulus of elasticity is E. The critical stress of the simply supported column due to the Euler critical load can be given by:","4π² E r² / L²","π² E r² / (2L²)","π² E r² / L²","2.046 π² E r² / L²",3,"Critical stress = π² E / (L/r)² = π² E r² / L².",medium
2023,Paper-I,environmental,"The amount of coagulant needed for coagulation of water increases with A. Increase in turbidity of water B. Decrease in turbidity of water C. Increase in temperature of water D. Decrease in temperature of water The correct answer is","A and D","A and B","B and C","B and D",1,"Coagulant demand increases with turbidity and decreases with temperature (i.e., increases when temperature decreases).",medium
2023,Paper-I,soil-mechanics,"Specific gravity of solids is the ratio of","Bulk unit weight of soil to unit weight of water","Unit weight of solids to unit weight of water","Unit weight of water to Bulk unit weight of soil","Unit weight of solids to Bulk unit weight of soil",2,"G = γ_s / γ_w.",medium
2023,Paper-I,transportation,"The shape of the STOP signs according to IRC: 67-2001 is","Octagonal","Rectangular","Circular","Triangular",1,"STOP sign is octagonal.",medium
2023,Paper-I,building-materials,"Consider the following statements A. At high temperature plastic materials exhibits good stiffness, whereas at low temperature their hardness and strength increases. B. Plastic materials can be made ductile through blending process of fabrication. Choose the correct option","Statement B is false, and A is true","Statement B is true, and A is false","Both A and B are false","Both A and B are true",3,"A is false (plastics soften at high temp); B is false (blending does not make them ductile).",medium
2023,Paper-I,surveying,"A surveyor measured the distance between two points marked on the plan to a scale of 1 cm = 1 m (RF=1:100) and found it to be 40 m. Later he detected that he used the wrong scale of 1:50. Determine the correct length in meters.",90,100,80,70,3,"Correct length = measured × (100/50) = 80 m.",medium
2023,Paper-I,som,"Which of the following statements is/are correct? A. The stiffness of an axially loaded prismatic bar is inversely proportional to the length of the bar. B. The stiffness of an axially loaded prismatic bar is inversely proportional to the cross-sectional area of the bar. C. The flexibility of an axially loaded prismatic bar is inversely proportional to the length of the bar. D. The flexibility of an axially loaded prismatic bar is inversely proportional to the cross-sectional area of the bar. Choose the correct option","B and C","A and C","B and D","A and D",4,"Stiffness = AE/L (inversely proportional to L); flexibility = L/(AE) (inversely proportional to A).",medium
2023,Paper-I,estimation,"Inner dimension of a room are 5×4 m with 40 cm wall thickness, The central line length will be :","19.6 m","21.8 m","20.0 m","21.4 m",1,"Centre line length = 2×(5+4) + 4×t? Actually = 2×(5+0.4+4+0.4) = 2×9.8 = 19.6 m.",medium
2023,Paper-I,som,"For a cantilever beam of length L with a clockwise moment M at its free end, the maximum bending moment will occur at :","Free end only","Fixed support only","At the centre only","Throughout the span L",4,"Moment is constant throughout the span.",medium
